Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
18bcf4d2-20fb-3867-9ce6-dd481a3b20c0,Calderdale Royal Hospital,,Halifax,UnitedKingdom,HX3 0,53.7036721,-1.858874,,0.0,123
96b972cc-d932-381a-8b53-1d49ee905cea,Camden Ambulance Station,,London,UnitedKingdom,NW3 1,51.5538134,-0.1613357,,0.0,166
5addf34d-3b1a-3875-aee0-e05db70c5af3,Camden Day Hospital,Camden Mews 5,London,UnitedKingdom,NW1 1,51.5441057,-0.135342,,0.0,28
7a2e09d1-2572-384a-86c2-cf60b6596dcb,Cameron Hospital,,Leven,UnitedKingdom,KY8 5,56.185252,-3.0546497,,0.0,22
f2673ba0-965b-3c40-9e44-497e2e64fd2c,Campbeltown Hospital,,Campbeltown,UnitedKingdom,PA28 6,55.4205534,-5.6057015,,0.0,218
85a06c3b-fe5f-3f62-bce6-2f5671834ef2,Chalmers Centre,,Edinburgh,UnitedKingdom,EH3 5,55.9446041,-3.1984864,,0.0,172
6f5a11c2-8500-3933-91a0-03378bab876f,Chapel Allerton Hospital,Chapeltown Road nan,Leeds,UnitedKingdom,LS7 4,53.8231695,-1.5319715,,0.0,121
99e99b39-b8ab-3bbc-aa07-8f942e8e3165,Chelsea and Westminster Hospital,,London,UnitedKingdom,SW10 9,51.4844858,-0.182694,,0.0,279
fd5c6192-e75d-3d2b-8257-af876a709a2c,City Hospital,Dudley Road nan,Birmingham,UnitedKingdom,B18 7,52.4901662,-1.9269033,,0.0,2
364c17ed-d434-3151-a39b-9b14547afa4f,Cleland Hospital,,Motherwell,UnitedKingdom,ML1 5,55.8026359,-3.9075176,,0.0,151
c96822f5-48f0-3cdc-851e-cad62c0b325c,Clipstone Health Centre,,Mansfield,UnitedKingdom,NG19 0,53.1569655,-1.1377782,,0.0,14
e670b814-4b9a-3362-a397-fc79a2ea94c6,Clock View Hospital,,Liverpool,UnitedKingdom,L3 8,53.4525239,-2.9676276,,0.0,12
bb22ff2f-973c-357b-8e54-3c20289acd97,Coalville Community Hospital,Broom Leys Road nan,Coalville,UnitedKingdom,LE67 3,52.7247335,-1.3493389,,0.0,11
83a099b4-b8f4-3905-b992-dde089455b78,Coggeshall Surgery,,Colchester,UnitedKingdom,CO6 1,51.8724122,0.6840484,,0.0,8
3de4fa24-afdb-36f4-ad4e-5625470c5be5,Community Paramedic Service,,Morpeth,UnitedKingdom,NE65 7,55.3067837,-1.9141343,,0.0,44
4dac1937-c069-32a5-8828-54f4146e33d6,Croydon University Hospital,London Road 530,Thornton Heath,UnitedKingdom,CR7 7,51.3887237,-0.1075482,,0.0,2
7dd49648-6b00-3004-9c11-a0af5b0bb0ee,Cumberland Infirmary,,Carlisle,UnitedKingdom,CA2 7,54.8943119,-2.9560547,,0.0,14
57c6b456-cb92-3063-97d4-6f8923c68f97,Cygnet Hospital Ealing,,London,UnitedKingdom,W5 2,51.5211864,-0.2974923,,0.0,13
dd726ace-0833-3d3e-bc4e-504c8df2c63c,Darent Valley Hospital,,Dartford,UnitedKingdom,DA1 1,51.4374945,0.2549568,,0.0,29
21a0c34f-4297-392a-bf76-c18cca31de12,Derriford Hospital,Derriford Road nan,Plymouth,UnitedKingdom,PL6 8,50.4181976,-4.1165136,+44 1752 202082,0.0,16
711353d6-b46d-3ba7-8f53-0e1737185bf8,Dewi Sant Hospital,,Pontypridd,UnitedKingdom,CF37 1,51.5978321,-3.3445012,,0.0,8
32f7085b-a7e0-367a-a916-9b27063fc92c,Didcot Hospital,,Didcot,UnitedKingdom,OX11 8,51.6039956,-1.2591131,,0.0,7
1adb790c-8499-31f9-ae80-2bdef3d1d155,Dilke Memorial Hospital,Speech House Road nan,,UnitedKingdom,GL14 3,51.8104157,-2.5213529,,0.0,1
4451ea34-3587-3b82-8a15-c5b738a7d547,Doddington Community Hospital,,March,UnitedKingdom,PE15 0,52.4989715,0.0562793,,0.0,166
dc520111-6847-31bb-be8d-2122b9f39530,Doncaster Royal Infirmary,,Doncaster,UnitedKingdom,DN2 5,53.5300033,-1.1145481,,0.0,13
2975eca5-5da7-36e8-95f0-519066da19e9,Dr Gray's Hospital,,Elgin,UnitedKingdom,IV30 1,57.6446563,-3.3305247,,0.0,27
27a6e6aa-dc88-31b8-a63f-f5b860abb320,Dulwich Community Hospital,,London,UnitedKingdom,SW1A 2,51.4592173,-0.0815917,,0.0,7
1c4dc678-c39f-3ef2-8500-67529786fdda,Dumfries and Galloway Royal Infirmary,Cargenbridge nan,,UnitedKingdom,DG2 8,55.0608846,-3.6617144,,0.0,17
9e5db74d-9f06-37df-a315-b440d0e6f13f,Dunston Hill Hospital,Dunston Hill nan,Gateshead,UnitedKingdom,NE11 9,54.9467287,-1.6579839,+44 191 482 0000,0.0,21
292d3ce7-2724-3100-af03-ea981e31e4f3,East Ayrshire Community Hospital,,Cumnock,UnitedKingdom,KA18 1,55.451707,-4.2731345,,0.0,7
9c384d16-3aeb-3e67-a2c3-a5561d6c1140,East Lothian Community Hospital,,Haddington,UnitedKingdom,EH41 3,55.9562454,-2.7994481,,0.0,14
9d9adf67-e829-3c82-a378-ef4299b1fd2a,East Riding Community Hospital,Swinemoor Lane nan,Beverley,UnitedKingdom,HU17 8,53.8527846,-0.4147281,,0.0,1
fcaa0dcf-c768-3d30-828c-1e842994640f,Edington Hospital,,North Berwick,UnitedKingdom,EH39 4,56.0556514,-2.7182216,,0.0,19
d8ec7001-de0e-3127-9c96-fee87f429751,Epsom General Hospital,Dorking Road nan,Epsom,UnitedKingdom,KT18 7,51.3263599,-0.2742125,,0.0,48
2220a292-ab1a-363d-89c7-7b8f04fe074e,Evelina Children's Hospital,,London,UnitedKingdom,SE1 7,51.4984829,-0.1191037,,0.0,36
372f0ce2-ca71-3be7-a1df-cf0d08a14b42,Everton Centre,,Belfast,UnitedKingdom,BT2 7,54.6163783,-5.9685991,,0.0,141
c235d6bd-cb87-3b22-b675-885060385823,Fairfield Hospital,Rochdale Old Road nan,Bury,UnitedKingdom,BL9 7,53.5996586,-2.2594232,,0.0,8
f9d61194-a04c-35d3-9c95-17440849797c,Firbeck Hospital,,Worksop,UnitedKingdom,S81 8,53.3939411,-1.1515777,,0.0,180
a8d113e0-a654-3867-b328-4de006734f37,Flagg Court Primary Care Centre,Flagg Court nan,South Shields,UnitedKingdom,NE33 1,54.9992016,-1.4267418,+44 191 283 2000,0.0,98
59f2f408-bf15-320e-8122-f655b7b4bd9d,Fleet Community Hospital,,Fleet,UnitedKingdom,GU51 3,51.2877649,-0.8489018,,0.0,55
cc5fcb0c-76d0-34fa-bc26-0c60df8af470,Fleming Hospital,,Aberlour,UnitedKingdom,AB38 9,57.4687494,-3.2237597,,0.0,6
676ad8bf-9206-3c64-ae90-57170bb7bbff,Fordingbridge Hospital,,Fordingbridge,UnitedKingdom,SP6 1,50.928896,-1.7924669,,0.0,103
eb0c6482-431f-3c44-bdef-75c65a67e5bf,Forth Valley Royal Hospital,Stirling Road nan,Larbert,UnitedKingdom,FK5 4,56.0265148,-3.8560956,+44 1324 566 000,0.0,4
24b2a760-9cc6-3c2a-bd2e-545b815092fe,Friarage Hospital,,Northallerton,UnitedKingdom,DL6 1,54.341339,-1.4315756,,0.0,6
b1b41fc2-1d4a-386d-9d1b-e828712df915,Frimley Park Hospital,Portsmouth Road nan,Camberley,UnitedKingdom,GU15 2,51.3220083,-0.7423318,,0.0,117
942222d4-b8dd-311c-953b-ec623cc0efe9,Gilbert Bain Hospital,,,UnitedKingdom,,60.1512611,-1.1579258,,0.0,19
8bd3a46e-a269-346f-9e9a-5d82942ee699,Gisburne Park Hospital (Not A and E),,,UnitedKingdom,BB7 4,53.9436484,-2.2678128,,0.0,141
34a67b0e-0f09-3464-b955-e36522d0001f,Glanrhyd Hospital,,Bridgend,UnitedKingdom,CF31 4,51.5246923,-3.5871437,,0.0,35
7484f4db-4dd4-3e01-8002-ebf3c4aeca44,Goodmayes,,Ilford,UnitedKingdom,IG1 4,51.5777033,0.1134666,,0.0,17
781b50f5-e3fb-3c62-99a7-a8e216e57630,Gordon Hospital,,London,UnitedKingdom,SW1P 3,51.4923315,-0.1358988,,0.0,31
986f90e1-f6c2-3b4d-84d5-3ac28268e65d,Goresbrook Medical Centre,Goresbrook Road 50,Dagenham,UnitedKingdom,RM10 8,51.5325479,0.1462067,,0.0,133
0e5c4a21-0eed-3c38-8360-2e517ed374af,Gosport War Memorial Hospital,Bury Road nan,Gosport,UnitedKingdom,PO12 2,50.7925223,-1.1472741,,0.0,41
32c0e5b6-cb29-30eb-a72a-bb7d22763ae8,Gosport War Memorial Minor Injuries Unit,Bury Road nan,Gosport,UnitedKingdom,PO12 1,50.7932592,-1.1476621,+442392794753;+442392794754,0.0,7
ec7c6fa0-8160-3dfe-9461-ce88adf8991d,Great Western Hospital,,Swindon,UnitedKingdom,SN3 6,51.536592,-1.7237599,,0.0,2
edcb4422-9636-3300-87a0-44e67f6a38b6,Green Lane Medical Centre,,Liverpool,UnitedKingdom,L3 8,53.4241889,-2.9289695,,0.0,109
fc21d144-50d5-3d86-870b-8a7e33c19494,Guisborough General Hospital,,Guisborough,UnitedKingdom,TS14 6,54.537856,-1.0528107,,0.0,20
c37d3c5f-28a6-31c1-b9da-775552580f86,Guy's Hospital,Great Maze Pond nan,London,UnitedKingdom,SE1 1,51.5042503,-0.0871723,+44 20 7188 7188,0.0,13
58750d5d-469b-3128-80d3-b53a351548c4,Gwynedd Hospice at Home,,Caernarfon,UnitedKingdom,LL55 1,53.1299894,-4.2635747,,0.0,23
8a7b48b3-f057-360f-945e-3949a87a2e53,Hay Lodge Hospital,,Peebles,UnitedKingdom,EH45 8,55.6523017,-3.1992476,,0.0,22
63ce259d-2644-38a5-b95b-19cb11245356,Health Center,,Torrington,UnitedKingdom,EX38 8,50.9518508,-4.1398554,,0.0,11
161f4cd7-7d89-3eae-80fb-48ae56782fb7,Hereford County Hospital,,Hereford,UnitedKingdom,HR4 0,52.057877,-2.7051529,,0.0,290
0fd6c772-a4cf-3140-94ab-b17ddb5ef2ad,Highbury Hospital,,Nottingham,UnitedKingdom,NG6 8,52.9914731,-1.1919715,,0.0,28
5f8dcd85-47a9-3be5-8f89-e35e390ce6b9,Highgate Mental Health Centre,Dartmouth Park Hill nan,London,UnitedKingdom,SW1A 2,51.5674869,-0.1416863,,0.0,45
0b3310e3-6e8c-34e8-8d16-4e163afe4470,Hinchingbrooke Hospital,,Huntingdon,UnitedKingdom,PE29 7,52.330252,-0.2017626,,0.0,61
09c6373e-7149-3546-9ea1-c25de5e89164,Homerton University Hospital,,London,UnitedKingdom,E9 6,51.5493567,-0.0468395,,0.0,12
988c30e2-60a6-307b-ae61-4584b1e81a9a,Honeylands Children Centre,,Exeter,UnitedKingdom,EX1 1,50.731184,-3.4954199,,0.0,9
78bf14b8-a862-35eb-bc47-2bb2218b2446,Honiton Community Hospital,,Honiton,UnitedKingdom,EX14 1,50.7960813,-3.1862399,,0.0,10
8d1ed332-f0f0-3b34-8f95-e0f637beb09f,Hornsey Central Neighbourhood Health Centre,,London,UnitedKingdom,N8 8,51.5843507,-0.131367,,0.0,9
6017600c-ab90-3a14-85ba-ca62254f81d2,Huddersfield Royal Infirmary,,Huddersfield,UnitedKingdom,HD3 3,53.6566158,-1.8150224,,0.0,6
8019f0ac-14e1-367c-b115-a9a2fff6c54d,Hundens Lane Day Hospital,Hundens Lane nan,Darlington,UnitedKingdom,DL1 1,54.5242889,-1.5380485,+44 1325 380100,0.0,12
f089b024-91d1-3814-8751-9845e046f992,Inverclyde Royal Hospital,,Gourock,UnitedKingdom,PA19 1,55.9452764,-4.8083628,,0.0,1
c2258213-1196-3981-92e7-f6b395c5f0bb,Ipswich Hospital,Heath Road nan,Ipswich,UnitedKingdom,IP4 5,52.0599444,1.1951678,,0.0,19
f8bdd11c-d96b-37d3-a733-e77a1daf4f6b,Islay Hospital,Gortonvogie Road nan,,UnitedKingdom,,55.7554493,-6.2809065,,0.0,52
2da0ad4a-e607-39a2-944d-7b5c78fb87b7,John Howard Centre,Kenworthy Road 12,London,UnitedKingdom,E9 7,51.547066,-0.0401796,+44 20 8510 2003,0.0,25
a3139031-0050-3e42-9867-5bc5f4ca7eda,Kelso Hospital (Inch Hosp.),,Kelso,UnitedKingdom,TD5 7,55.6028762,-2.4352209,,0.0,4
fd12c3f0-d05a-360f-ba28-0027788c71a7,Kendray Hospital,,Barnsley,UnitedKingdom,S70 2,53.5466872,-1.4554657,,0.0,20
6fd0684b-1b1c-3c19-88f6-92c64715a8c2,Kent and Canterbury Hospital,Ethelbert Road nan,Canterbury,UnitedKingdom,CT1 2,51.2668892,1.0854941,,0.0,1
22bde5ae-ed72-3cf2-824d-0ef9212875e7,Kettering General Hospital,,Kettering,UnitedKingdom,NN16 8,52.40225,-0.7372807,,0.0,1
e15d0e50-3340-363a-b448-6d1e43dac864,King Edward VII Hospital,,Windsor,UnitedKingdom,SL4 3,51.47401,-0.615028,,0.0,142
eb537945-d4e1-3fb4-ad1c-153ef2e70271,King's College Hospital,Denmark Hill nan,London,UnitedKingdom,SE5 9,51.4675702,-0.0957779,,0.0,3
da822793-7d60-3afa-9e25-98536e42459b,Kings Mill Hospital,Mansfield Road nan,Sutton in Ashfield,UnitedKingdom,NG17 4,53.1331636,-1.2333662,,0.0,6
3e7b4baf-87d9-3b61-9905-bc64db79fef4,Kingsway Hospital,Kingsway nan,Derby,UnitedKingdom,DE1 1,52.9159387,-1.5152035,,0.0,18
aa3a8e96-a874-377d-9d64-7e5d33e9af09,Kirkdale Mediacal Centre,,Liverpool,UnitedKingdom,L5 7,53.4327764,-2.9741134,,0.0,224
fd093e99-62b3-3270-a0c1-df3580441db2,Laindon Health Centre,,Basildon,UnitedKingdom,SS15 5,51.5734239,0.4231793,,0.0,159
54610baf-ce0d-3279-9c60-d3ee7765a1cb,Lambeth Hospital,Landor Road 108,London,UnitedKingdom,SW9 6,51.4661589,-0.124356,,0.0,28
23d76332-d5c0-384e-9d03-fe5b04d2dd11,Ledbury Community Health and Care Centre,,Ledbury,UnitedKingdom,HR8 1,52.0366892,-2.4256442,,0.0,116
c8d8cbf3-47f2-3115-ab71-ec00e8639fb0,Leeds General Infirmary,,Leeds,UnitedKingdom,LS1 3,53.8016262,-1.5555853,,0.0,14
fa692772-ab24-3991-bc31-529396679197,Leicester Royal Infirmary,,Leicester,UnitedKingdom,LE2 7,52.6271924,-1.1380936,,0.0,3
103c449e-ed5b-3aa0-a0e7-073a099ceea5,Leigh Infirmary,,Leigh,UnitedKingdom,WN7 1,53.5057129,-2.5143516,,0.0,24
5c7207f5-39be-362e-9dbe-f9e94e58612c,Lincoln County Hospital,,Lincoln,UnitedKingdom,LN5 7,53.2350648,-0.5240883,,0.0,17
d01c008f-ea6e-3073-9041-eec9b4d4b962,Lister Hospital,Chelsea Bridge Road nan,London,UnitedKingdom,SW1E 6,51.4864869,-0.1501999,,0.0,76
9ec57ef1-5923-3e72-b35d-536fdfd7ba40,Liverpool Women's Hospital,Crown Street nan,Liverpool,UnitedKingdom,L7 7,53.39744,-2.9614108,,0.0,163
4bb71de9-4848-3167-90ba-2d07b98ec076,Lon Masarn,,Swansea,UnitedKingdom,SA1 2,51.6258121,-3.9888497,,0.0,12
336c0d00-c53c-3510-b94c-4847a6c9ace7,Lorn and Islands Hospital,,Oban,UnitedKingdom,PA34 4,56.4012256,-5.4765056,,0.0,14
9d403fec-3fd3-357e-80af-1cae616ea9ae,Ludlow Hospital,Gravel Hill nan,Ludlow,UnitedKingdom,SY8 1,52.3731209,-2.7147821,,0.0,170
9e867efa-f673-3d38-9dbc-43f15be93134,Luton and Dunstable Hospital,,Luton,UnitedKingdom,LU1 2,51.8958979,-0.4733898,,0.0,9
501d9fa3-5fdf-351c-8ff6-9fc4ffa17d0f,Lydney Health Centre,,Lydney,UnitedKingdom,GL15 5,51.7281065,-2.5299347,,0.0,1
8be2d719-df9c-3f2d-b432-731c7826cbb1,Malton Hospital,,Malton,UnitedKingdom,YO17 7,54.1377683,-0.8059507,,0.0,96
04d7ab0e-d968-390c-a4be-914de5f6b1cf,Malvern Community Hospital,Worcester Road 185,Great Malvern,UnitedKingdom,WR14 4,52.1254744,-2.3213761,,0.0,238
72a481b5-dcbe-34c5-9fb2-934982ca016c,Manchester Royal Infirmary,,Manchester,UnitedKingdom,M13 9,53.4631559,-2.2266928,,0.0,10
0648e45f-8ec2-3467-9b34-418898579ac4,Manor Hospital,,Walsall,UnitedKingdom,WS2 9,52.5816506,-1.9970418,,0.0,2
ef8708e5-9f31-380a-ad67-c6a6ce392225,Maple Leaf Centre,,Birmingham,UnitedKingdom,B37 7,52.4709517,-1.7367238,,0.0,98
f939be65-383b-36db-b223-f98626c5a19d,Medway Maritime Hospital,Windmill Road nan,Gillingham,UnitedKingdom,ME7 5,51.381811,0.5398967,+44 1634 830000,0.0,7
50ee7cdd-2aa9-34c8-8e02-525e40ec9a31,Milton Keynes Hospital,Standing Way nan,Milton Keynes,UnitedKingdom,MK6 5,52.0286161,-0.7399241,,0.0,4
9239be36-5f80-3a57-b323-0b73482e9fe5,Minor Injury and Illness Unit,,Sunderland,UnitedKingdom,SR1 3,54.888917,-1.431412,,0.0,7
bcbd1961-1b54-3c2c-937c-13af84190e4b,Molineux Street NHS Centre,Molineux Street nan,Newcastle upon Tyne,UnitedKingdom,NE6 5,54.9777282,-1.5829092,+44 191 275 5740,0.0,12
b8849c5e-1d82-339e-8490-e11a21742d50,Monkwearmouth Hospital,,Sunderland,UnitedKingdom,SR1 3,54.924572,-1.3876937,,0.0,129
8f414f76-1ab4-37b7-9172-73af896b9313,Moorfields Eye Hospital (City Road campus),,London,UnitedKingdom,EC1V 7,51.5267767,-0.091096,,0.0,148
d6627cb2-8cd0-3057-a468-64292e6154db,Morriston Hospital,,Swansea,UnitedKingdom,SA1 2,51.6840934,-3.9380017,,0.0,88
a7697cca-3776-3152-81c3-e739af29777a,Mossley Hill Hospital,,Liverpool,UnitedKingdom,L3 8,53.3812977,-2.9284002,,0.0,16
39edebcf-9256-3d3b-8cf6-0389d942fd34,Murray Royal Hospital,Muirhall Road nan,Perth,UnitedKingdom,PH1 5,56.3996023,-3.4155906,,0.0,5
9e7e30aa-1da7-3b16-95cd-0d7778c97681,Musgrave Park Hospital,,Belfast,UnitedKingdom,BT2 7,54.5667487,-5.9749368,,0.0,20
a5d6ce44-5175-3ce6-9ee4-d7f62359043a,Musgrove Park Hospital,Parkfield Drive nan,Taunton,UnitedKingdom,TA1 5,51.0119176,-3.1239407,+44 1823 333444,0.0,3
04d1302a-6b0a-32ab-98f6-520d4d73edfc,NHS Surgery,,Dagenham,UnitedKingdom,RM10 8,51.5462667,0.1236873,,0.0,192
7dc0f735-14e2-30e7-8818-efd3a8933847,Nether Edge Hospital,,Sheffield,UnitedKingdom,S1 2,53.3606097,-1.4934343,,0.0,9
ee77af67-5566-34ba-90b0-ac219e777984,Neurosciences Office,,Cambridge,UnitedKingdom,CB2 0,52.1740994,0.1426161,,0.0,202
def986e7-849a-3fed-b262-eca3ff5d23aa,New Cross Hospital,,Wolverhampton,UnitedKingdom,WV1 1,52.5996337,-2.092256,,0.0,8
ac246085-0674-327f-9f49-d58a568b98e8,New Epsom & Ewell Cottage Hospital,,Epsom,UnitedKingdom,KT19 8,51.3416878,-0.3006154,,0.0,135
25261805-36a7-3f02-b81f-29d8dc5c5465,Nightingale Hospital,Lisson Grove nan,London,UnitedKingdom,NW1 4,51.5220063,-0.1655817,,0.0,7
d0e0423e-86bc-3fdd-8332-fbe37a28718a,Ninewells Hospital,,Dundee,UnitedKingdom,DD2 4,56.463356,-3.0436136,,0.0,37
a006603a-d543-3b66-a15d-7868a8461a54,North Devon District Hospital,,Barnstaple,UnitedKingdom,EX31 4,51.0923865,-4.0519548,,0.0,88
934099e2-8ff3-34fe-8cef-18207c0377e9,North Manchester General Hospital,,Manchester,UnitedKingdom,M8 4,53.518875,-2.2319204,,0.0,5
cbc68342-e9e1-37ca-9974-f0f5e04f7147,North Tyneside General Hospital,Rake Lane nan,North Shields,UnitedKingdom,NE30 1,55.0268552,-1.4656395,+44 344 811 8111,0.0,109
abd343d9-1a77-3610-a778-4ea1305f4df7,Northampton General Hospital,Cliftonville Road nan,Northampton,UnitedKingdom,NN1 5,52.2346424,-0.8789896,,0.0,6
526a8ee0-00d5-3606-befd-d1a390661e87,Northumbria Specialist Emergency Care Hospital,Northumbria Way nan,Cramlington,UnitedKingdom,NE23 6,55.0778941,-1.5666298,,0.0,6
f91bfa6f-3e9a-3306-a312-62a18ed6a5e8,Northwick Park Hospital,Watford Road nan,Harrow,UnitedKingdom,HA1 3,51.5763945,-0.3216656,+44 20 8864 3232,0.0,13
52b3aa12-9e99-3adc-aa4e-2c9e2525f065,Nursing Home,,Liverpool,UnitedKingdom,L3 8,53.4001749,-2.872302,,0.0,37
1cfa10c5-ed21-31cb-9aa3-ea1e78e01212,One Hatfield Hospital,Hatfield Avenue 3,Hatfield,UnitedKingdom,AL10 0,51.7715425,-0.236697,,0.0,28
6f463699-44c2-3954-9d64-239fcf8d87eb,Orchard Private Hospital,Fairlee Road 189,,UnitedKingdom,,50.7117588,-1.280154,,0.0,38
d689ec7b-12e7-3dc3-8651-70f2355a817f,Ormskirk District General Hospital,,Ormskirk,UnitedKingdom,L39 3,53.5649403,-2.8698417,,0.0,93
fb25fb46-c535-37fc-b525-373986ddbff4,Orpington Hospital,,Orpington,UnitedKingdom,BR6 0,51.3620724,0.0942426,,0.0,12
6bebec4e-fc38-33b1-a4d7-a04c648e28f5,Oswestry Minor Injuries Unit,,Oswestry,UnitedKingdom,SY11 1,52.8622477,-3.0477456,,0.0,48
1f1f4191-93d0-3998-84f0-1d0a02bead28,Outwood Site,,Burton upon Trent,UnitedKingdom,DE13 0,52.8191323,-1.6595989,,0.0,210
fbe589c9-7624-394d-ad90-1b89ac57e0e6,Park House Nursing Home,,Liverpool,UnitedKingdom,L23 5,53.4766148,-3.0215906,,0.0,51
04bd02e3-74db-3ed7-b9e9-0ffc3d9165fd,Park Lodge Independent Hospital,Sandy Lane 34,Stockport,UnitedKingdom,SK6 4,53.4178932,-2.0831262,,0.0,16
ebb75d19-2b8e-354f-8367-3da129a48e8f,Perth Royal Infirmary,,Perth,UnitedKingdom,PH1 5,56.3983917,-3.4557482,,0.0,191
